Entry	Reviewed	Entry Name	Protein names	Gene Names	Gene Ontology (biological process)
O43781	reviewed	DYRK3_HUMAN	Dual specificity tyrosine-phosphorylation-regulated kinase 3 (EC 2.7.12.1) (Regulatory erythroid kinase) (REDK)	DYRK3	cell division [GO:0051301]; erythrocyte differentiation [GO:0030218]; negative regulation of apoptotic process [GO:0043066]; negative regulation of DNA damage response, signal transduction by p53 class mediator [GO:0043518]; nuclear speck organization [GO:0035063]; organelle disassembly [GO:1903008]; positive regulation of cell cycle G2/M phase transition [GO:1902751]; protein phosphorylation [GO:0006468]; regulation of cellular response to stress [GO:0080135]; regulation of TORC1 signaling [GO:1903432]; stress granule disassembly [GO:0035617]
O43805	reviewed	SSNA1_HUMAN	Microtubule nucleation factor SSNA1 (Nuclear autoantigen of 14 kDa) (Sjoegren syndrome nuclear autoantigen 1)	SSNA1 NA14	axon arborization [GO:0140060]; axon extension [GO:0048675]; axonogenesis [GO:0007409]; cell division [GO:0051301]; intraciliary transport [GO:0042073]; microtubule cytoskeleton organization [GO:0000226]; microtubule nucleation [GO:0007020]; receptor clustering [GO:0043113]
O43929	reviewed	ORC4_HUMAN	Origin recognition complex subunit 4	ORC4 ORC4L	DNA replication initiation [GO:0006270]; polar body extrusion after meiotic divisions [GO:0040038]; protein polymerization [GO:0051258]
O60216	reviewed	RAD21_HUMAN	Double-strand-break repair protein rad21 homolog (hHR21) (Nuclear matrix protein 1) (NXP-1) (SCC1 homolog) [Cleaved into: 64-kDa C-terminal product (64-kDa carboxy-terminal product) (65-kDa carboxy-terminal product)]	RAD21 HR21 KIAA0078 NXP1 SCC1	apoptotic process [GO:0006915]; cell division [GO:0051301]; chromatin looping [GO:0140588]; chromosome segregation [GO:0007059]; DNA recombination [GO:0006310]; double-strand break repair [GO:0006302]; establishment of meiotic sister chromatid cohesion [GO:0034089]; establishment of mitotic sister chromatid cohesion [GO:0034087]; negative regulation of G2/M transition of mitotic cell cycle [GO:0010972]; negative regulation of glial cell apoptotic process [GO:0034351]; negative regulation of interleukin-1 beta production [GO:0032691]; negative regulation of mitotic metaphase/anaphase transition [GO:0045841]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of tumor necrosis factor production [GO:0032720]; positive regulation of interleukin-10 production [GO:0032733]; positive regulation of sister chromatid cohesion [GO:0045876]; protein localization to chromatin [GO:0071168]; reciprocal meiotic recombination [GO:0007131]; regulation of transcription by RNA polymerase II [GO:0006357]; replication-born double-strand break repair via sister chromatid exchange [GO:1990414]; response to hypoxia [GO:0001666]; sister chromatid cohesion [GO:0007062]
O60232	reviewed	ZNRD2_HUMAN	Protein ZNRD2 (Autoantigen p27) (Sjoegren syndrome/scleroderma autoantigen 1) (Zinc ribbon domain-containing protein 2)	ZNRD2 SSSCA1	cell division [GO:0051301]; mitotic cell cycle [GO:0000278]
O60447	reviewed	EVI5_HUMAN	Ecotropic viral integration site 5 protein homolog (EVI-5) (Neuroblastoma stage 4S gene protein)	EVI5 NB4S	cell division [GO:0051301]; positive regulation of GTPase activity [GO:0043547]; retrograde transport, endosome to Golgi [GO:0042147]
O60563	reviewed	CCNT1_HUMAN	Cyclin-T1 (CycT1) (Cyclin-T)	CCNT1	cell division [GO:0051301]; positive regulation by host of viral transcription [GO:0043923]; positive regulation of DNA-templated transcription, elongation [GO:0032786]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription elongation by RNA polymerase II [GO:0032968]; regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0000079]; regulation of transcription by RNA polymerase II [GO:0006357]; response to xenobiotic stimulus [GO:0009410]; transcription by RNA polymerase II [GO:0006366]
O60566	reviewed	BUB1B_HUMAN	Mitotic checkpoint serine/threonine-protein kinase BUB1 beta (EC 2.7.11.1) (MAD3/BUB1-related protein kinase) (hBUBR1) (Mitotic checkpoint kinase MAD3L) (Protein SSK1)	BUB1B BUBR1 MAD3L SSK1	apoptotic process [GO:0006915]; cell division [GO:0051301]; meiotic sister chromatid cohesion, centromeric [GO:0051754]; metaphase/anaphase transition of mitotic cell cycle [GO:0007091]; mitotic spindle assembly checkpoint signaling [GO:0007094]; protein localization to chromosome, centromeric region [GO:0071459]
O60583	reviewed	CCNT2_HUMAN	Cyclin-T2 (CycT2)	CCNT2	cell division [GO:0051301]; early viral transcription [GO:0019085]; late viral transcription [GO:0019086]; positive regulation by host of viral transcription [GO:0043923]; positive regulation of DNA-templated transcription, elongation [GO:0032786]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription elongation by RNA polymerase II [GO:0032968]; regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0000079]; regulation of muscle cell differentiation [GO:0051147]; regulation of transcription by RNA polymerase II [GO:0006357]; skeletal muscle tissue development [GO:0007519]; transcription by RNA polymerase II [GO:0006366]
O60645	reviewed	EXOC3_HUMAN	Exocyst complex component 3 (Exocyst complex component Sec6)	EXOC3 SEC6 SEC6L1	exocyst localization [GO:0051601]; exocytosis [GO:0006887]; membrane fission [GO:0090148]; mitotic cytokinesis [GO:0000281]; protein transport [GO:0015031]; vesicle docking involved in exocytosis [GO:0006904]; vesicle tethering involved in exocytosis [GO:0090522]
O75084	reviewed	FZD7_HUMAN	Frizzled-7 (Fz-7) (hFz7) (FzE3)	FZD7	canonical Wnt signaling pathway [GO:0060070]; cellular response to retinoic acid [GO:0071300]; mesenchymal to epithelial transition [GO:0060231]; negative regulation of cardiac muscle cell differentiation [GO:2000726]; negative regulation of cell-substrate adhesion [GO:0010812]; negative regulation of ectodermal cell fate specification [GO:0042666]; neuron differentiation [GO:0030182]; non-canonical Wnt signaling pathway [GO:0035567]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of epithelial cell proliferation involved in wound healing [GO:0060054]; positive regulation of JNK cascade [GO:0046330]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of phosphorylation [GO:0042327]; regulation of canonical Wnt signaling pathway [GO:0060828]; regulation of DNA-templated transcription [GO:0006355]; skeletal muscle satellite cell maintenance involved in skeletal muscle regeneration [GO:0014834]; somatic stem cell division [GO:0048103]; stem cell population maintenance [GO:0019827]; substrate adhesion-dependent cell spreading [GO:0034446]; T cell differentiation in thymus [GO:0033077]; Wnt signaling pathway, planar cell polarity pathway [GO:0060071]
O75116	reviewed	ROCK2_HUMAN	Rho-associated protein kinase 2 (EC 2.7.11.1) (Rho kinase 2) (Rho-associated, coiled-coil-containing protein kinase 2) (Rho-associated, coiled-coil-containing protein kinase II) (ROCK-II) (p164 ROCK-2)	ROCK2 KIAA0619	actin cytoskeleton organization [GO:0030036]; actomyosin structure organization [GO:0031032]; aortic valve morphogenesis [GO:0003180]; blood vessel diameter maintenance [GO:0097746]; canonical NF-kappaB signal transduction [GO:0007249]; cellular response to acetylcholine [GO:1905145]; cellular response to testosterone stimulus [GO:0071394]; centrosome duplication [GO:0051298]; cortical actin cytoskeleton organization [GO:0030866]; embryonic morphogenesis [GO:0048598]; epithelial to mesenchymal transition [GO:0001837]; mitotic cytokinesis [GO:0000281]; modulation by host of viral process [GO:0044788]; mRNA destabilization [GO:0061157]; negative regulation of angiogenesis [GO:0016525]; negative regulation of bicellular tight junction assembly [GO:1903347]; negative regulation of biomineral tissue development [GO:0070168]; negative regulation of gene expression [GO:0010629]; negative regulation of myosin-light-chain-phosphatase activity [GO:0035509]; negative regulation of nitric oxide biosynthetic process [GO:0045019]; negative regulation of protein localization to lysosome [GO:0150033]; positive regulation of amyloid precursor protein catabolic process [GO:1902993]; positive regulation of amyloid-beta formation [GO:1902004]; positive regulation of cardiac muscle hypertrophy [GO:0010613]; positive regulation of cell migration [GO:0030335]; positive regulation of centrosome duplication [GO:0010825]; positive regulation of connective tissue growth factor production [GO:0032723]; positive regulation of connective tissue replacement [GO:1905205]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of fibroblast growth factor production [GO:0090271]; positive regulation of gene expression [GO:0010628]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of protein localization to early endosome [GO:1902966]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of stress fiber assembly [GO:0051496]; protein localization to plasma membrane [GO:0072659]; protein phosphorylation [GO:0006468]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of angiotensin-activated signaling pathway [GO:0110061]; regulation of cell adhesion [GO:0030155]; regulation of cell junction assembly [GO:1901888]; regulation of cell motility [GO:2000145]; regulation of cellular response to hypoxia [GO:1900037]; regulation of circadian rhythm [GO:0042752]; regulation of establishment of cell polarity [GO:2000114]; regulation of establishment of endothelial barrier [GO:1903140]; regulation of focal adhesion assembly [GO:0051893]; regulation of keratinocyte differentiation [GO:0045616]; regulation of nervous system process [GO:0031644]; regulation of stress fiber assembly [GO:0051492]; response to angiotensin [GO:1990776]; response to ischemia [GO:0002931]; response to transforming growth factor beta [GO:0071559]; Rho protein signal transduction [GO:0007266]; rhythmic process [GO:0048511]; smooth muscle contraction [GO:0006939]
O75122	reviewed	CLAP2_HUMAN	CLIP-associating protein 2 (Cytoplasmic linker-associated protein 2) (Protein Orbit homolog 2) (hOrbit2)	CLASP2 KIAA0627	cell division [GO:0051301]; establishment of mitotic spindle localization [GO:0040001]; establishment or maintenance of cell polarity [GO:0007163]; exit from mitosis [GO:0010458]; Golgi organization [GO:0007030]; microtubule anchoring [GO:0034453]; microtubule cytoskeleton organization [GO:0000226]; microtubule nucleation [GO:0007020]; microtubule organizing center organization [GO:0031023]; mitotic spindle assembly [GO:0090307]; mitotic spindle organization [GO:0007052]; negative regulation of focal adhesion assembly [GO:0051895]; negative regulation of microtubule depolymerization [GO:0007026]; negative regulation of stress fiber assembly [GO:0051497]; negative regulation of wound healing, spreading of epidermal cells [GO:1903690]; platelet-derived growth factor receptor-beta signaling pathway [GO:0035791]; positive regulation of basement membrane assembly involved in embryonic body morphogenesis [GO:1904261]; positive regulation of epithelial cell migration [GO:0010634]; positive regulation of exocytosis [GO:0045921]; positive regulation of extracellular matrix disassembly [GO:0090091]; presynaptic cytoskeleton organization [GO:0099187]; protein localization to plasma membrane [GO:0072659]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of axon extension [GO:0030516]; regulation of epithelial to mesenchymal transition [GO:0010717]; regulation of gastrulation [GO:0010470]; regulation of microtubule polymerization [GO:0031113]; regulation of microtubule polymerization or depolymerization [GO:0031110]; regulation of microtubule-based process [GO:0032886]; vesicle targeting [GO:0006903]
O75154	reviewed	RFIP3_HUMAN	Rab11 family-interacting protein 3 (FIP3) (FIP3-Rab11) (Rab11-FIP3) (Arfophilin-1) (EF hands-containing Rab-interacting protein) (Eferin) (MU-MB-17.148)	RAB11FIP3 ARFO1 KIAA0665	cell division [GO:0051301]; early endosome to recycling endosome transport [GO:0061502]; endocytic recycling [GO:0032456]; Golgi to plasma membrane protein transport [GO:0043001]; negative regulation of adiponectin secretion [GO:0070164]; positive regulation of cilium assembly [GO:0045724]; positive regulation of mitotic cytokinetic process [GO:1903438]; protein localization to cilium [GO:0061512]; protein localization to cleavage furrow [GO:1905345]; regulation of cilium assembly [GO:1902017]; regulation of cytokinesis [GO:0032465]; regulation of early endosome to recycling endosome transport [GO:1902954]; regulation of endocytic recycling [GO:2001135]; regulation of protein localization to centrosome [GO:1904779]; regulation of vesicle-mediated transport [GO:0060627]; vesicle-mediated transport [GO:0016192]
O75351	reviewed	VPS4B_HUMAN	Vacuolar protein sorting-associated protein 4B (EC 3.6.4.6) (Cell migration-inducing gene 1 protein) (Suppressor of K(+) transport growth defect 1) (Protein SKD1)	VPS4B SKD1 VPS42 MIG1	angiogenesis [GO:0001525]; autophagosome maturation [GO:0097352]; autophagy [GO:0006914]; canonical Wnt signaling pathway [GO:0060070]; cholesterol transport [GO:0030301]; endosomal transport [GO:0016197]; endosome to lysosome transport via multivesicular body sorting pathway [GO:0032510]; ESCRT III complex disassembly [GO:1904903]; establishment of blood-brain barrier [GO:0060856]; late endosomal microautophagy [GO:0061738]; late endosome to lysosome transport via multivesicular body sorting pathway [GO:0061764]; macroautophagy [GO:0016236]; membrane fission [GO:0090148]; midbody abscission [GO:0061952]; mitotic metaphase chromosome alignment [GO:0007080]; multivesicular body assembly [GO:0036258]; multivesicular body sorting pathway [GO:0071985]; negative regulation of exosomal secretion [GO:1903542]; nuclear membrane reassembly [GO:0031468]; nucleus organization [GO:0006997]; plasma membrane repair [GO:0001778]; positive regulation of centriole elongation [GO:1903724]; positive regulation of exosomal secretion [GO:1903543]; positive regulation of G2/M transition of mitotic cell cycle [GO:0010971]; potassium ion transport [GO:0006813]; protein depolymerization [GO:0051261]; protein transport [GO:0015031]; regulation of centrosome duplication [GO:0010824]; regulation of mitotic spindle assembly [GO:1901673]; response to lipid [GO:0033993]; ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043162]; ubiquitin-independent protein catabolic process via the multivesicular body sorting pathway [GO:0090611]; vacuole organization [GO:0007033]; viral budding from plasma membrane [GO:0046761]; viral budding via host ESCRT complex [GO:0039702]
